2015-08-13 17:37:03	0
2015-08-13 17:37:04	2483
2015-08-13 17:37:05	5730
2015-08-13 17:37:06	9056
2015-08-13 17:37:07	11926
2015-08-13 17:37:08	15304
2015-08-13 17:37:09	18786
2015-08-13 17:37:10	21795
2015-08-13 17:37:11	25251
2015-08-13 17:37:13	27838
2015-08-13 17:37:14	30979
2015-08-13 17:37:15	34379
2015-08-13 17:37:16	37447
2015-08-13 17:37:17	40677
2015-08-13 17:37:18	44083
2015-08-13 17:37:19	47260
2015-08-13 17:37:20	50549
2015-08-13 17:37:21	53927
2015-08-13 17:37:22	57197
2015-08-13 17:37:23	60449
2015-08-13 17:37:24	63800
2015-08-13 17:37:25	67120
2015-08-13 17:37:26	70294
2015-08-13 17:37:27	73259
2015-08-13 17:37:28	76092
2015-08-13 17:37:29	79307
2015-08-13 17:37:31	82151
2015-08-13 17:37:32	85029
2015-08-13 17:37:33	88381
2015-08-13 17:37:34	91623
2015-08-13 17:37:35	94003
2015-08-13 17:37:36	97520
2015-08-13 17:37:37	101031
2015-08-13 17:37:38	104056
2015-08-13 17:37:39	107324
2015-08-13 17:37:40	110476
2015-08-13 17:37:41	113480
2015-08-13 17:37:42	116146
2015-08-13 17:37:44	119251
2015-08-13 17:37:45	122181
2015-08-13 17:37:46	125426
2015-08-13 17:37:47	128514
2015-08-13 17:37:48	131307
2015-08-13 17:37:49	133992
2015-08-13 17:37:50	137446
2015-08-13 17:37:52	140314
2015-08-13 17:37:53	143282
2015-08-13 17:37:54	146221
2015-08-13 17:37:55	149258
2015-08-13 17:37:56	152366
2015-08-13 17:37:57	154984
2015-08-13 17:37:58	157304
2015-08-13 17:37:59	160075
2015-08-13 17:38:01	163198
2015-08-13 17:38:02	165785
2015-08-13 17:38:03	168051
2015-08-13 17:38:04	170988
2015-08-13 17:38:05	173626
2015-08-13 17:38:06	175954
2015-08-13 17:38:07	178797
2015-08-13 17:38:08	181521
2015-08-13 17:38:09	183940
2015-08-13 17:38:10	186203
2015-08-13 17:38:12	188930
2015-08-13 17:38:13	190823
2015-08-13 17:38:14	193197
2015-08-13 17:38:15	195663
2015-08-13 17:38:16	198413
2015-08-13 17:38:17	201214
2015-08-13 17:38:18	203439
2015-08-13 17:38:19	205950
2015-08-13 17:38:20	208852
2015-08-13 17:38:21	211768
2015-08-13 17:38:22	214045
2015-08-13 17:38:24	216455
2015-08-13 17:38:25	219111
2015-08-13 17:38:26	221564
2015-08-13 17:38:27	224016
2015-08-13 17:38:28	226364
2015-08-13 17:38:29	228913
2015-08-13 17:38:30	231339
2015-08-13 17:38:31	233718
2015-08-13 17:38:32	236665
2015-08-13 17:38:33	239351
2015-08-13 17:38:35	241526
2015-08-13 17:38:36	244058
2015-08-13 17:38:37	247102
2015-08-13 17:38:38	249537
2015-08-13 17:38:39	251852
2015-08-13 17:38:40	254443
2015-08-13 17:38:41	257092
2015-08-13 17:38:42	259111
2015-08-13 17:38:44	261467
2015-08-13 17:38:45	264044
2015-08-13 17:38:46	266627
2015-08-13 17:38:47	269223
2015-08-13 17:38:48	271467
2015-08-13 17:38:49	273937
2015-08-13 17:38:50	276385
2015-08-13 17:38:52	278914
2015-08-13 17:38:53	281120
2015-08-13 17:38:54	283683
2015-08-13 17:38:55	286138
2015-08-13 17:38:56	288632
2015-08-13 17:38:57	290768
2015-08-13 17:38:58	293377
2015-08-13 17:38:59	295842
2015-08-13 17:39:01	297844
2015-08-13 17:39:02	300170
2015-08-13 17:39:03	302952
2015-08-13 17:39:04	305315
2015-08-13 17:39:05	307906
2015-08-13 17:39:06	309914
2015-08-13 17:39:08	312655
2015-08-13 17:39:09	314976
2015-08-13 17:39:10	316942
2015-08-13 17:39:11	319333
2015-08-13 17:39:12	321501
2015-08-13 17:39:13	323376
2015-08-13 17:39:14	325363
2015-08-13 17:39:16	327621
2015-08-13 17:39:17	330161
2015-08-13 17:39:18	332338
2015-08-13 17:39:19	334693
2015-08-13 17:39:20	337159
2015-08-13 17:39:21	339474
2015-08-13 17:39:23	341757
2015-08-13 17:39:24	343855
2015-08-13 17:39:25	346119
2015-08-13 17:39:26	348481
2015-08-13 17:39:27	351275
2015-08-13 17:39:29	353361
2015-08-13 17:39:30	355929
2015-08-13 17:39:31	358590
2015-08-13 17:39:33	361022
2015-08-13 17:39:34	363232
2015-08-13 17:39:35	365649
2015-08-13 17:39:36	367255
2015-08-13 17:39:38	369948
2015-08-13 17:39:39	371941
2015-08-13 17:39:40	374293
2015-08-13 17:39:41	376981
2015-08-13 17:39:43	378428
2015-08-13 17:39:44	380518
2015-08-13 17:39:45	382689
2015-08-13 17:39:47	385573
2015-08-13 17:39:48	387984
2015-08-13 17:39:49	390470
2015-08-13 17:39:50	392588
2015-08-13 17:39:52	395344
2015-08-13 17:39:53	397996
2015-08-13 17:39:55	400555
2015-08-13 17:39:56	402873
2015-08-13 17:39:57	405415
2015-08-13 17:39:59	408218
2015-08-13 17:40:00	410428
2015-08-13 17:40:02	413011
2015-08-13 17:40:03	415266
2015-08-13 17:40:04	418158
2015-08-13 17:40:06	420766
2015-08-13 17:40:07	422980
2015-08-13 17:40:08	425492
2015-08-13 17:40:10	427687
2015-08-13 17:40:11	430143
2015-08-13 17:40:13	432197
2015-08-13 17:40:14	434723
2015-08-13 17:40:16	437328
2015-08-13 17:40:17	439776
2015-08-13 17:40:18	442187
2015-08-13 17:40:20	444338
2015-08-13 17:40:21	447113
2015-08-13 17:40:23	449444
2015-08-13 17:40:24	452318
2015-08-13 17:40:26	454832
2015-08-13 17:40:27	457980
2015-08-13 17:40:29	460508
2015-08-13 17:40:30	462748
2015-08-13 17:40:31	465265
2015-08-13 17:40:33	467567
2015-08-13 17:40:34	470216
2015-08-13 17:40:36	472508
2015-08-13 17:40:37	474883
2015-08-13 17:40:38	477023
2015-08-13 17:40:40	479393
2015-08-13 17:40:41	482205
2015-08-13 17:40:43	484452
2015-08-13 17:40:44	486804
2015-08-13 17:40:46	489123
2015-08-13 17:40:48	491611
2015-08-13 17:40:50	494070
2015-08-13 17:40:51	497332
2015-08-13 17:40:53	500331
2015-08-13 17:40:55	502761
2015-08-13 17:40:56	505493
2015-08-13 17:40:58	508781
2015-08-13 17:41:00	511538
2015-08-13 17:41:01	514064
2015-08-13 17:41:03	516239
2015-08-13 17:41:04	518907
2015-08-13 17:41:06	521934
2015-08-13 17:41:08	525286
2015-08-13 17:41:10	528308
2015-08-13 17:41:11	530888
2015-08-13 17:41:13	533026
2015-08-13 17:41:14	535316
2015-08-13 17:41:17	539207
2015-08-13 17:41:20	544471
2015-08-13 17:41:25	552268
2015-08-13 17:41:30	560529
2015-08-13 17:41:35	568855
2015-08-13 17:41:41	577888
2015-08-13 17:41:47	585937
2015-08-13 17:41:52	593613
2015-08-13 17:41:58	603143
2015-08-13 17:42:05	613010
2015-08-13 17:42:11	623010
2015-08-13 17:42:18	633026
2015-08-13 17:42:25	643507
2015-08-13 17:42:31	653810
2015-08-13 17:42:39	664597
2015-08-13 17:42:47	675216
2015-08-13 17:42:55	686133
2015-08-13 17:43:03	697185
2015-08-13 17:43:11	706478
2015-08-13 17:43:24	715176
2015-08-13 17:43:32	721611
2015-08-13 17:43:40	729507
2015-08-13 17:43:49	738684
2015-08-13 17:43:59	748822
2015-08-13 17:44:10	754864
2015-08-13 17:44:20	762569
2015-08-13 17:44:30	770449
2015-08-13 17:44:38	781435
2015-08-13 17:44:48	790974
2015-08-13 17:44:59	799924
2015-08-13 17:45:10	810336
2015-08-13 17:45:20	816529
2015-08-13 17:45:34	824377
2015-08-13 17:45:46	831033
2015-08-13 17:46:01	837110
2015-08-13 17:46:26	844539
2015-08-13 17:46:49	852720
2015-08-13 17:47:11	861132
2015-08-13 17:47:32	869590
2015-08-13 17:47:44	875357
2015-08-13 17:47:55	882808
2015-08-13 17:48:08	889992
2015-08-13 17:48:20	898300
2015-08-13 17:48:32	904901
2015-08-13 17:48:43	909993
2015-08-13 17:48:54	916416
